0.715499 0.0733639 0.342963
0.715516 0.0733809 0.342982
0.715525 0.0733957 0.342997
0.715528 0.0734057 0.343008
0.715522 0.0734128 0.343018
0.715509 0.0734149 0.343023
0.715492 0.0734154 0.343023
0.715467 0.0734091 0.343021
0.715438 0.0734005 0.343011
0.715403 0.073387 0.342998
0.715362 0.0733719 0.342983
0.715318 0.0733539 0.342967
0.715267 0.0733341 0.342946
0.715206 0.073305 0.342922
0.715142 0.0732796 0.342898
0.715072 0.0732477 0.342872
0.714998 0.0732121 0.342841
0.714915 0.0731726 0.34281
0.714832 0.0731305 0.342777
0.714743 0.0730859 0.342744
0.714648 0.0730359 0.342706
0.714551 0.0729865 0.342664
0.714451 0.0729327 0.342624
0.714345 0.0728756 0.342578
0.71424 0.0728161 0.342536
0.714131 0.0727562 0.342495
0.714015 0.0726902 0.342452
0.713897 0.0726264 0.342408
0.713777 0.0725601 0.342365
0.713652 0.0724939 0.342323
0.713525 0.0724272 0.342281
0.713395 0.07236 0.34224
0.713263 0.0722934 0.342197
0.713128 0.0722272 0.342154
0.712993 0.0721635 0.342109
0.712856 0.072099 0.342065
0.712719 0.0720344 0.342022
0.712579 0.0719699 0.341977
0.712439 0.0719065 0.341932
0.7123 0.0718458 0.341886
0.712157 0.0717831 0.341842
0.712017 0.0717225 0.341798
0.711878 0.0716655 0.341755
0.711737 0.0716064 0.34171
0.711598 0.0715472 0.341665
0.71146 0.0714893 0.341619
0.711323 0.0714325 0.341574
0.711213 0.0713801 0.341534
0.711158 0.071322 0.341492
0.711163 0.0712607 0.341454
0.71121 0.0712055 0.341441
0.711259 0.071153 0.341456
0.711291 0.0711056 0.341495
0.711301 0.0710595 0.34155
0.711299 0.0710115 0.341607
0.711408 0.0710653 0.341586
0.7115 0.0710828 0.341559
0.711581 0.071091 0.341533
0.711648 0.0710898 0.341506
0.711679 0.0710872 0.341487
0.711724 0.0710765 0.341461
0.71176 0.0710565 0.341424
0.711771 0.0710417 0.341411
0.711782 0.0710069 0.341381
0.71178 0.0709775 0.341363
0.711768 0.0709427 0.341346
0.711755 0.0709186 0.341338
0.711713 0.0708598 0.341323
0.711688 0.0708278 0.341317
0.711614 0.0707453 0.341309
0.711551 0.0706843 0.341313
0.711507 0.0706406 0.341316
0.711397 0.0705297 0.341323
0.71134 0.0704784 0.341335
0.71121 0.0703551 0.341353
0.711146 0.0702951 0.341362
0.710991 0.0701481 0.341386
0.710871 0.070033 0.341402
0.710741 0.069916 0.341427
0.710654 0.069838 0.34144
0.710459 0.06966 0.341473
0.710363 0.0695754 0.341486
0.710139 0.0693841 0.341516
0.709962 0.0692459 0.341537
0.709852 0.0691552 0.341545
0.709607 0.0689649 0.341564
0.709489 0.0688724 0.341576
0.709223 0.0686722 0.341592
0.709018 0.0685227 0.341611
0.708812 0.0683756 0.341614
0.708588 0.068212 0.341616
0.708358 0.0680489 0.341612
0.708137 0.0678927 0.341606
0.707907 0.0677328 0.341591
0.707761 0.0676314 0.341582
0.70744 0.0674112 0.341555
0.70721 0.0672553 0.341529
0.706986 0.0671061 0.341509
0.706771 0.0669586 0.341487
0.706552 0.0668107 0.341462
0.70634 0.0666681 0.341444
0.706135 0.0665286 0.341414
0.705935 0.0663906 0.34139
0.705738 0.0662521 0.34137
0.70555 0.0661169 0.341347
0.705366 0.0659855 0.34133
0.705186 0.0658522 0.341305
0.705013 0.0657175 0.341288
0.704846 0.0655847 0.34127
0.704686 0.0654502 0.341251
0.704535 0.0653177 0.341238
0.704392 0.065185 0.341227
0.704259 0.0650493 0.341216
0.704135 0.0649134 0.341215
0.704021 0.0647826 0.341216
0.703922 0.064661 0.341223
0.70383 0.0645371 0.341231
0.703739 0.0644137 0.341239
0.703646 0.0642818 0.34125
0.703551 0.0641497 0.341252
0.703466 0.0640269 0.341247
0.70338 0.0638981 0.341235
0.703301 0.0637761 0.341215
0.703224 0.0636536 0.34119
0.703179 0.06358 0.341171
0.703082 0.0634171 0.341123
0.70304 0.0633423 0.341102
0.70295 0.0631864 0.341048
0.702908 0.0631119 0.34102
0.702827 0.0629697 0.340964
0.702765 0.0628631 0.340921
0.70271 0.0627635 0.340882
0.702675 0.0627035 0.340858
0.702604 0.0625788 0.34081
0.702572 0.0625238 0.340784
0.70251 0.0624119 0.340735
0.702482 0.0623609 0.340711
0.702429 0.0622573 0.340658
0.702391 0.0621838 0.340617
0.702353 0.0621122 0.34057
0.70233 0.0620698 0.34054
0.70228 0.0619815 0.340472
0.702256 0.0619406 0.340438
0.702209 0.0618605 0.340356
0.702167 0.0617967 0.340291
0.702144 0.0617608 0.340248
