-0.00364078 -0.0385279 0.0403942
-0.00378764 -0.0381712 0.0400679
-0.00393081 -0.0378 0.0397572
-0.00407258 -0.0374319 0.0394541
-0.00422721 -0.0370302 0.0391538
-0.00438599 -0.0365889 0.0388426
-0.00454452 -0.0361598 0.0385552
-0.00469737 -0.0356763 0.0382673
-0.00486209 -0.0351711 0.0379656
-0.00502389 -0.0346592 0.0376834
-0.00519962 -0.0341288 0.0374121
-0.00538944 -0.0335802 0.0371516
-0.0055865 -0.0329952 0.0368927
-0.00580869 -0.0323709 0.0366428
-0.00602251 -0.0317533 0.0364031
-0.00624022 -0.0311087 0.0361762
-0.00647179 -0.0304216 0.0359521
-0.00671025 -0.0297185 0.035729
-0.0069476 -0.0290419 0.0355374
-0.0071986 -0.0282891 0.0353124
-0.00746238 -0.027522 0.0351055
-0.00774627 -0.0267444 0.034906
-0.00803641 -0.0259317 0.0346796
-0.00833622 -0.0250737 0.0344428
-0.00864907 -0.0242331 0.0342239
-0.00897887 -0.0233338 0.0339801
-0.00916256 -0.0228193 0.0338358
-0.00964068 -0.0215366 0.0334724
-0.00999148 -0.0206321 0.0332356
-0.010353 -0.0196548 0.0329613
-0.0107154 -0.0186977 0.032691
-0.0110881 -0.0177372 0.0324381
-0.011461 -0.0167452 0.0321892
-0.0118376 -0.0157606 0.0319254
-0.0122192 -0.0147623 0.0316742
-0.0126148 -0.0137495 0.0314333
-0.0128441 -0.0131435 0.0312851
-0.0134067 -0.011712 0.0309405
-0.0138242 -0.0106868 0.0307115
-0.0142525 -0.00964775 0.0304654
-0.0146759 -0.00861924 0.030219
-0.0151057 -0.00757863 0.0299742
-0.0155381 -0.00653752 0.029738
-0.0159703 -0.00550626 0.0294835
-0.0164034 -0.00447993 0.02923
-0.0168588 -0.00344707 0.0289658
-0.017298 -0.00245198 0.028719
-0.0177405 -0.00144567 0.0284477
-0.0181735 -0.000481169 0.0281724
-0.0186116 0.000468249 0.0278808
-0.0190401 0.00141816 0.0275745
-0.0194531 0.00231736 0.0272711
