0.242732 0.744656 -0.00944941
0.237503 0.390399 0.0603247
0.155192 0.269362 -0.09519
0.20471 -0.119999 -0.0455147
0.0880883 0.616113 -0.0335121
0.492533 0.148907 0.0469557
-0.067947 0.447214 0.0910549
0.229367 -0.0684077 0.167247
0.253493 0.333616 0.225561
0.218409 0.179734 0.255309
0.0757519 -0.0437884 0.18503
0.0890775 -0.531813 0.115621
0.074673 -0.449308 0.183171
-0.103446 0.410603 0.255732
0.175324 -0.0790646 0.0682608
0.0967529 -0.00352839 0.272957
-0.0439189 0.278879 0.151822
0.0147764 0.19744 0.19496
-0.162474 -0.0529157 0.191132
-0.0421557 -0.135969 0.241415
-0.156652 0.629229 0.186463
-0.0954988 0.0353078 0.130662
0.0513695 0.234847 0.180067
0.0213562 0.407607 0.0937804
0.0985566 -0.176246 0.120653
-0.199203 -0.251089 0.279626
-0.00870499 0.0752541 0.243825
0.357406 0.213879 0.0965276
0.130221 0.24205 0.214319
-0.00320862 0.420036 0.268679
0.129905 0.103584 0.20805
0.372908 0.227875 0.253132
0.601586 0.641469 0.281822
0.616908 -0.0457523 0.0497911
0.284945 0.334137 0.0540674
0.297131 0.535748 0.21184
0.21092 0.304552 0.00722638
0.283357 -0.0897546 0.152996
0.574276 0.432845 0.145661
0.295334 0.350778 0.0441813
0.32655 0.472588 0.0771106
0.432592 0.14509 -0.0760561
0.288692 0.81299 -0.0066113
0.451117 0.068672 0.15881
0.640349 0.724578 0.0850606
0.214965 -0.0937435 0.0884095
0.302664 0.347631 -0.000165948
0.460721 -0.119146 0.0697874
0.449226 -0.184989 0.275763
0.232867 0.097443 0.0324656
0.561291 0.315795 0.184816
0.728583 -0.0907247 0.0776155
0.433161 0.363168 0.114584
0.484549 0.0561506 -0.0170493
0.427164 -0.045915 0.0682235
0.120103 0.333023 0.209839
0.297078 0.238953 0.04338
0.195996 -0.046053 0.147249
0.226774 -0.178155 0.34115
0.378845 0.0982715 0.231643
0.291864 0.645682 0.0108475
0.319945 0.238285 0.0654374
0.245076 -0.0639392 0.266237
0.263322 -0.0384532 0.0850477
0.498265 0.337486 0.155913
0.119822 0.402999 0.0288642
0.281159 0.194754 0.0658692
0.292892 0.480247 0.127172
0.262242 0.274047 0.0427928
0.14845 -0.00681697 0.139883
0.176135 0.429958 0.213736
0.476062 0.0262615 0.152934
0.348701 -0.0770654 0.0925193
0.275185 0.300499 0.23081
0.343116 0.227076 0.171948
0.25329 0.121033 0.0525012
0.282726 0.214441 0.186511
0.529827 -0.26299 0.232898
0.42395 0.0259145 0.146344
0.322286 0.372068 0.159495
0.545803 -0.343093 0.358287
0.270893 0.193761 0.214179
0.359241 0.159848 0.179359
0.348111 -0.16571 0.0740889
0.0569084 -0.105996 0.0375081
0.413 0.120125 0.111277
0.238491 0.222329 0.266353
-0.0655099 0.128247 0.271349
0.347615 0.106529 0.331392
0.0290627 -0.258395 0.157851
-0.131535 -0.135223 0.0652081
-0.0960414 -0.212901 0.0979947
-0.224357 0.164709 0.000433585
-0.248861 -0.00342852 0.150028
-0.128861 -0.283624 0.0879756
0.113797 0.0397077 0.105893
-0.0512508 -0.141161 0.129476
-0.178466 0.311501 0.0329797
0.106285 0.170048 0.0192388
0.0170608 0.205103 0.0627033
-0.189377 -0.0611755 0.135368
0.082254 0.364131 0.151238
-0.146745 0.38262 0.0509684
0.107207 0.00783489 0.16599
-0.141885 -0.14948 0.132789
0.132848 0.0753576 0.00840256
0.19691 0.106911 0.116721
-0.0674533 0.0132267 0.0852406
0.0709463 0.388942 0.14518
0.202488 -0.110296 0.0814809
0.270111 0.263889 0.226638
0.0746318 0.0505809 0.24841
0.115275 0.0981128 0.246993
-0.101966 0.0936496 0.173063
-0.00961032 -0.010677 0.0835277
-0.0474293 0.146683 0.0856811
0.228966 -0.291255 0.0127793
-0.145512 -0.00897107 0.0656151
0.147077 0.698149 0.0884824
-0.0384905 -0.166676 0.126864
0.116393 0.158887 0.185111
0.0890813 -0.28767 -0.0157233
0.113787 -0.553601 0.138206
0.112608 0.0960603 0.137776
-0.106502 -0.0438717 0.0754922
0.22067 0.140851 0.117106
-0.115503 0.208664 0.098715
0.313216 -0.040452 0.148598
0.133483 0.050865 0.201112
0.0993388 -0.151012 0.119857
0.160237 0.118553 0.154122
0.238104 0.188998 0.115338
-0.00169251 0.0817519 0.174609
0.407479 0.00409866 0.0234607
0.186341 -0.360082 0.125409
0.144359 -0.0222368 0.122361
0.114391 0.274682 0.0494127
-0.0199563 0.34489 0.150117
0.017482 -0.0546607 0.0686945
